clean_statement,label,Category
Cropped Fact-Check Fuels Rumours Of Rs 2000 Note To Be Discontinued,0,COVID-19
"Coronavirus Pandemic LIVE | India suspends all visas as cases rise to 73; Over 1,500 people under observation",1,COVID-19
AAP s Jarnail Singh targets Salman Khurshid based on a parody account s tweet,0,POLITICS
"Man stripped naked, beaten for teasing minor girls in viral video is not Muslim",0,VIOLENCE
"CP Joshi Rajasthan speaker, Gandhi-loyalist & massive failure as in-charge of 10 states",1,ELECTION
"Woman sent to 14-day judicial custody in Bengaluru for holding Kashmir, Dalit, Muslim Mukti placard at protest",1,VIOLENCE
Fact Check: Murder Of Student In Hyderabad Shared With Misleading Communal Claims. Fact Check: Doctored Photo Of Pakistani Religious Leader With Alcohol Shared With False Claim,0,VIOLENCE
"Chirag, Nitish, caste, Naxals and land reform Modi s 5 messages to Bihar voters",0,GOVERNMENT
Fact Check: Picture of burqa-clad students passed off as Kerala s all-women police force,0,VIOLENCE
RLD chief Ajit Singh snubbed at Mahagatbandhan rally? BJP spokesperson shares misleading image,0,POLITICS
Nepal clarifies PM Oli s Ayodhya statement,1,POLITICS
Old video of Congress supporters burning Modi s effigy shared as BJP supporters burning Rahul Gandhi s,0,VIOLENCE
Galwan valley clash: Suryapet cries for its martyred son,1,COVID-19
Fact Check: From 11 Cr Rohingyas In India To Woman Beaten Up By Congressmen,0,COVID-19
"Fact Check: Union Railways Minister Piyush Goyal Misleads Country, Claims Nobody Starved In Last 3....Fact Check: Did Muslim members in AYUSH ministry conspire against Baba Ramdev's Coronil?",0,MISLEADING
"Sushant Rajput s cousin to Shahnawaz, what BJP faces in Bihar cabinet say about its politics",1,ELECTION
Praveen Jain s photo exhibition is a journey through India s modern political history,1,TRAD
Jindal Global University India's top private university in QS rankings 2021,1,TERROR
Amit Shah did NOT call Sushant Singh Rajput a cricketer in...,0,POLITICS
"Naidu divorces Congress, sends message to BJP",1,GOVERNMENT
Did the govt announce ?104? as a nationwide helpline number for....JNU Protests: Photo Of MPhil Student Shared As 47-Year-Old Muslim From ...,0,MISLEADING
"Amit Shah, Rajnath Singh visit 1000-bed Sardar Vallabh Bhai Patel COVID-19 Hospital",1,COVID-19
"Response by Dr Makarand Paranjape to Dr Chinnaiah Jangam s rebuttal Are you stating Facts, Dr Paranjape?",0,POLITICS
Guidelines issued on rational use of PPE by non-Covid medical workers,1,GOVERNMENT
"Lockdown dates changed in WB for the fourth time, TMC govt draws opposition ire",1,ELECTION
Did two real sisters marry their own brother? Fact Check!.Fact Check: Are these 69 siblings from one mother? It's half true,0,MISLEADING
"Congress attacks govt over removal of masks, hand sanitisers as essential commodities",1,GOVERNMENT
"Brahmins aren t burning BJP flag, viral image is from 2018 Rajasthan Assembly polls",0,POLITICS
Sweet revolution adversely affected in Bihar as honey bees go jobless too,1,ELECTION
21-year-old die-hard Sushant Singh Rajput fan ends life in Visakhapatnam,1,VIOLENCE
Priyanka Gandhi calls for a new kind of politics as she begins her UP visit,1,ELECTION
Kill the beast : CRPF commando s last message to his colleague,1,POLITICS
Viral post Indian Army built 1000-bed quarantine facility in Barmer is fake,0,MISLEADING
"Pollution may increase virus transmissibility making people more vulnerable to COVID-19, say experts",1,COVID-19
Photos of a Muslim domestic violence victim circulate online with misleading claim.False claim circulates online that video shows assault on a Hindu woman in the Indian state of Kerala,0,VIOLENCE
Poor Must Spend More To Take India Forward: Rahul Gandhi,1,POLITICS
"More private trains, higher spending, green energy focus what Rail Budget could look like",1,GOVERNMENT
"Further dip in temperature likely in Jan last week, rain on Jan 28 in Delhi: IMD",1,GOVERNMENT
Fact Check: Here is the true story behind this unique 'breastfeeding' photo going viral.Fact Check: Know the truth behind Google's 'self-driving' bicycle,0,MISLEADING
"SC refuses to stay Citizenship Act, sends notice to Centre, to examine validity of law on Jan 22",1,TERROR
"Protests turn violent in Kanpur again, vehicle set on fire, internet suspended",1,GOVERNMENT
"Separated couples fight for travel exemptions, say 'love is essential'",1,GOVERNMENT
"Priyanka Gandhi, the poll campaigner who can get angry voters smiling in a minute",1,ELECTION
Don t believe this picture of Jyotiraditya Scindia serving tea to PM...,0,VIOLENCE
"COVID-19: SC rejects PIL opposing use of term social distancing, imposes Rs 10K fine",1,COVID-19
College student's 'uphill' struggle for net connectivity ends,1,TERROR
Himachal Pradesh Cabinet to discuss venue of upcoming Assembly session today,1,ELECTION
Lord Swraj Paul describes Pranab Mukherjee as an outstanding personality,1,GOVERNMENT
Accused in Anandapur molestation case arrested: Police,1,VIOLENCE
"Blast at Pakistan election rally kills 75 including top nationalist leader, injures 150",1,ELECTION
News from 2010 shared as Canadian govt refusing visas to Indian army personnel,0,VIOLENCE
"Hand over our Hindu idols, will be thankful VHP urges Pakistan after treasure reports",1,TRAD
Fact Checked: It was not RaGa s aide who slapped Hardik Patel,0,VIOLENCE
Centre rejects study that claims India is world s largest emitter of anthropogenic sulphur dioxide,1,COVID-19
Owaisi says Muslims must reject SC s patronising offer of 5-acre land,1,ELECTION
This photo has circulated in reports about a road in the north Indian state of Bihar since 2017,0,VIOLENCE
"Manju Varma, JD(U) ex-minister who had to resign over Muzaffarpur scandal, loses to RJD",1,ELECTION
"3 terrorists, holed up inside house, killed in encounter by security forces in J-K s Srinagar",1,COVID-19
Venkaiah Naidu: Judicial over-reach in some verdicts organs of state must respect their limits,1,TERROR
Fact Check: Did Mark Zuckerberg Say 'Jai Shri Ram' Is Written On.... Fact Check: Did Mark Zuckerberg Say 'Jai Shri Ram' Is Written On Facebook Over 200 Crore Times?,0,MISLEADING
"FAKE Alert: No, 5G is not spreading the Coronavirus",0,COVID-19
? 3622 Crores is the amount of Electoral Bonds purchased in March & April 2019?,1,VIOLENCE
"European delegation s Kashmir tour was private visit, govt tells Rajya Sabha",1,POLITICS
Barack Obama spent childhood years listening to Ramayana and Mahabharata,1,POLITICS
CA Exams: ICAI provided opt-out option to students in view of coronavirus pandemic,1,TERROR
Fact Check: Shivling damaged in Ranchi shared with misleading communal claims,0,MISLEADING
Bad news for Badals ahead of SGPC polls as HC tells CBI to hand over sacrilege probe to police,1,VIOLENCE
Navy selects 2 women officers for warship,1,COVID-19
Kangana Ranaut and sister Rangoli Chandel to be probed over hate posts,1,VIOLENCE
Nadda to not celebrate his birthday due to COVID-19,1,POLITICS
Roshni Act: J&K HC defers hearing on review petition to December 16,1,TERROR
Desist from inciting communal tensions : India slams Pak over Ram temple remarks,1,TERROR
Fact Check: Do The Coloured Boxes On Toothpaste Tubes Indicate Nature...,0,MISLEADING
How Jayalalithaa aide Sasikala s return from jail could shake AIADMK fine balance before polls,1,TRAD
Due to right decisions taken at right time India better placed in Covid-19 fight: PM Modi,1,POLITICS
India s Covid tally crosses 87 lakh,1,COVID-19
"Spreading Hatred In The Name Of Celebrities: Farhan Akhtar, Swara Bhaskar & Nana Patekar Targeted",0,POLITICS
3 in 5 journalists in India face work-related threats: Survey,1,POLITICS
Congress states may call special session to nullify central farm laws,1,GOVERNMENT
"Bharat Bandh: Shops, commercial establishments closed in Punjab, Haryana",1,GOVERNMENT
Azad reaches AMU Hospital to express solidarity with ailing sister,1,GOVERNMENT
Migrant found dead in toilet of Shramik Special train,1,GOVERNMENT
Fact Check: No! Sachin Pilot Did NOT Appeal To President To...,0,GOVERNMENT
"64,553 fresh Coronavirus cases in last 24 hours in India; tally crosses 24-lakh mark",1,COVID-19
"Bills anti-farmer, will help rich: Mayawati, Akhilesh",1,GOVERNMENT
Jamia violence: Student in the CCTV footage is not the one injured in Jamia shooting,0,VIOLENCE
High Court reserves order on Arnab s bail petition,1,VIOLENCE
Fact Check: This bus accident involving Amarnath yatris is three years old,0,COVID-19
Did Virender Sehwag tweet this? Here s the fact check,0,ELECTION
"Fact Check: PM Modi did not release Ramayana postage stamps, ahead...",0,MISLEADING
"Delhi hospitals for residents only; to open borders, malls, places of worship from tomorrow: Kejriwal",1,GOVERNMENT
Fact Check: Kerala didn?t bring in new law saying temples can be controlled by non-Hindus.Fact Check: Kerala didn t bring in new law saying temples can be controlled by non-Hindus,0,COVID-19
Delhi CM Kejriwal didn t wear bomb suit; here s the truth behind...,0,GOVERNMENT
"In 11 Years, Area Irrigated By Tube Wells Rises Faster Than By Canals",0,COVID-19
"Don?t believe this FAKE message of children being kidnapped in Ghaziabad.Fake Message Claims Children Kidnapped in Ghaziabad, Police Warn...",0,POLITICS
Did an American CEO redesign India s map to compare its size...,0,ELECTION
Kejriwal seeks an appointment to meet Amit Shah to discuss deteriorating situation in Delhi,1,GOVERNMENT
ICSI CS Foundation result 2019 declared at icsi.edu | Direct link here,1,TERROR
Congress MPs from Punjab continue sit-in at Delhi's Jantar Mantar,1,GOVERNMENT
What WTO Deal Is For You?,0,GOVERNMENT
Pakistan court sentences 26/11 Mumbai terror attack mastermind Hafiz Saeed to 10 years jail term,1,TERROR
"Reconvert some Covid beds to non-Covid, Delhi s pvt hospitals say as coronavirus cases dip",1,COVID-19
"In historic verdict, Bangladesh Hindu widows to get share of husbands' properties",1,TERROR
Congress twitter handle shares old video as public outrage in PM Modi s Jaipur rally,0,GOVERNMENT
Old 2016 Video From Kanpur Shared As Bihar Train Accident.Unrelated video of attack on bus driver in Maharashtra shared as Delhi riots,0,VIOLENCE
Former Madhya Pradesh CM Kamal Nath moves SC against EC s decision,1,TERROR
"Virus spreads, India set to surpass Russia",1,COVID-19
"After cyclone Nivar, Tamil Nadu likely to receive heavy rains again next week: IMD",1,VIOLENCE
India cautious on Pakistan court s conviction of Hafiz Saeed,1,TERROR
Did Anti-CAA Protesters Fake Injuries? A FactCheck..Fact Check: Did this SFI worker fake injuries after violence at JNU?,0,GOVERNMENT
"Haryana records dip in daily Covid +ve rate for over a month, testing continues to go up",1,COVID-19
Awards ceremony for Spring Term cadets held at IMA,1,COVID-19
"JD(S) is not stupid, merging with BJP would be suicide, says former Karnataka CM Kumaraswamy",1,ELECTION
COVID recovered cases in India 1.75 times more than active cases,1,COVID-19
Edited clip of Mamata reciting Islamic prayers linked to Netaji event controversy.2015 Video Of Desecrated Idols Of Goddess Kaali Passed Off As Recent,0,VIOLENCE
Polls amid COVID-19: Govt enhances expenditure limit of candidates,1,COVID-19
Centre to assist J-K to establish Grievance Portal in each district,1,COVID-19
Govt working on livelihood plan for IB dwellers,1,GOVERNMENT
Fact Check: Avalanche video from Nepal shared as Uttarakhand glacier burst,0,POLITICS
Journalist Arfa Khanum's Tweet Shared With False Narrative Calling Her ...,0,VIOLENCE
Ahmed Patel to be laid to rest at native place in Gujarat,1,TERROR
Panjab University gets its first woman students body president,1,TERROR
Have no such indication : Army commander on reports of China helping set up missile sites in PoK,1,TERROR
Modi Could Have Participated In These 10 Sports To Bring Medal For India,1,POLITICS
Fact Check: Video game footage passed off as Azerbaijani air attack on Armenian forces,0,VIOLENCE
Blaze at Mumbai s City Centre Mall doused after 56 hours,1,VIOLENCE
Ram Rahim Conviction: Delhi 'Under Control' A Day After Dera Violence,1,TERROR
"Old, unrelated video of woman dancing shared as that of Congress worker Shilpi Singh",0,VIOLENCE
Fact Check: 1938 video of BKS Iyengar shared as PM Modi performing yoga.Fact Check: Bhajan kirtans part of Ram Navami processions in Srinagar since 2007,0,MISLEADING
Friendship with BJP helps Nitish Kumar to get Bihar CM's post for fourth consecutive term,1,ELECTION
Fact Check: Another social media conspiracy linking Bill Gates to coronavirus surfaces. Fact Check: Doctored Crop Circle Image Shared With Claim Linking Bill Gates To COVID-19,0,MISLEADING
"Budget 2021 disappointing and without a roadmap for growth, says Congress",1,POLITICS
13 personas muertas tras estampida durante fiesta clandestina en Lima CNN,1,POLITICS
Old image of water-logged lane in Punjab shared as Delhi to target CM Kejriwal,0,VIOLENCE
"Man kills 62-year-old woman in Odisha, surrenders with severed head",1,TERROR
"Daily spike in Covid cases nears 20,000; count 5.28L",1,COVID-19
Fact Checked: Here s the truth behind this viral women s safety helpline...,0,MISLEADING
Fact check: Video Of Clash From Rajasthan Falsely Linked To Protest...,0,VIOLENCE
"Listen to people, save democracy: Gehlot to MLAs",1,ELECTION
Fact Check: The truth behind the viral picture of protest by...,0,MISLEADING
Ramayan will telecast on DD National,1,VIOLENCE
"Mumbai-born Abhijit Banerjee wins Economics Nobel, over 5 mn Indian kids benefited from his study",1,COVID-19
Less than 1 pc people got virus in early days: India s maiden COVID trend survey,1,COVID-19
Selection committee to pick new CBI chief will meet on 24 January,1,POLITICS
"BJP releases 28 manifestos for 28 MP seats set for bypolls, promises free Covid vaccine",0,POLITICS
No Modi magic for Sambit Patra as BJP TV star loses from Puri,1,TERROR
Heads of all protesting farmer unions to be on hunger strike on Monday against agri laws,1,GOVERNMENT
Defence Ministry spent Rs 26.12cr in 2019-20 on legal matters,1,TERROR
"Stating $ 20 billion per year business prospects, PM Modi invites foreign investors to invest in India s green energy",1,POLITICS
Army Chief on two-day visit to Saudi Arabia,1,COVID-19
Hydroxychloroquine Found In Kalonji Seeds? Not Quite,0,COVID-19
Actor Payal Ghosh joins Ramdas Athawale-led Republican Party of India,1,ELECTION
"No, the Sweden Riot Did Not Start Because Muslim Man Raped Minors.No, this video does not show Hindu siblings who were assaulted by Muslim men after an attempted rape in India",0,VIOLENCE
